               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.039139,            0.011982,           0.0015072,             0.88838,             0.90725,             0.93175,             0.43435,            0.037209,           0.0081551,           0.0010822,             0.00604,             0.00604,             0.00604
                  22,            0.038817,             0.01135,           0.0016078,             0.91812,             0.90116,             0.95682,             0.48923,            0.036183,           0.0079698,           0.0010116,            0.005842,            0.005842,            0.005842
                  23,            0.037882,            0.011504,            0.001355,             0.91282,             0.88991,             0.93414,             0.47461,            0.036159,           0.0080077,           0.0014672,            0.005644,            0.005644,            0.005644
                  24,            0.037412,            0.011247,           0.0012021,             0.90778,              0.8542,             0.93197,             0.41547,            0.039558,           0.0082273,           0.0012117,            0.005446,            0.005446,            0.005446
                  25,             0.03743,            0.011341,           0.0011553,             0.92948,             0.91558,             0.96029,             0.47104,             0.03581,            0.007961,          0.00098537,            0.005248,            0.005248,            0.005248
                  26,            0.036954,            0.011353,            0.001103,             0.94017,             0.93239,             0.95085,             0.44816,            0.037103,           0.0080304,           0.0011162,             0.00505,             0.00505,             0.00505
                  27,            0.037152,            0.011328,           0.0011903,             0.90622,             0.88441,             0.91181,             0.44954,            0.036139,           0.0080213,           0.0013917,            0.004852,            0.004852,            0.004852
                  28,            0.036264,            0.011259,           0.0010943,             0.93643,             0.92723,             0.95573,             0.46237,            0.035482,           0.0078384,           0.0010923,            0.004654,            0.004654,            0.004654
                  29,            0.036942,            0.010976,           0.0011855,             0.91848,             0.92422,             0.93632,             0.47662,            0.035527,           0.0078174,          0.00099404,            0.004456,            0.004456,            0.004456
                  30,             0.03683,            0.011223,           0.0009389,             0.95026,             0.90697,             0.93954,             0.48683,            0.034494,           0.0076565,           0.0014094,            0.004258,            0.004258,            0.004258
                  31,            0.036335,            0.011081,          0.00089808,              0.9301,             0.92369,             0.95842,             0.49558,            0.035638,           0.0079206,          0.00084076,             0.00406,             0.00406,             0.00406
                  32,            0.036125,            0.011287,          0.00062177,             0.94325,             0.89156,             0.93528,             0.46278,            0.035954,           0.0078814,          0.00072522,            0.003862,            0.003862,            0.003862
                  33,             0.03589,            0.011137,          0.00053145,             0.94721,             0.90757,             0.96251,             0.46151,            0.036506,           0.0079473,          0.00078898,            0.003664,            0.003664,            0.003664
                  34,            0.035859,            0.011159,          0.00063428,             0.92813,             0.92932,             0.95924,             0.48238,            0.036601,           0.0079069,          0.00087942,            0.003466,            0.003466,            0.003466
                  35,            0.035374,             0.01103,           0.0012841,             0.94307,             0.94124,             0.95827,             0.48755,            0.034635,           0.0076555,          0.00085125,            0.003268,            0.003268,            0.003268
                  36,            0.035131,            0.010842,          0.00091651,             0.91978,             0.92263,             0.94224,             0.48462,            0.034716,           0.0076658,          0.00063622,             0.00307,             0.00307,             0.00307
                  37,            0.035028,            0.010985,          0.00047349,              0.9319,             0.88878,             0.94432,             0.48798,            0.035078,            0.007677,           0.0006785,            0.002872,            0.002872,            0.002872
                  38,            0.035016,            0.011242,          0.00076051,             0.92222,             0.90905,             0.95075,             0.48309,            0.035236,            0.007684,          0.00075641,            0.002674,            0.002674,            0.002674
                  39,            0.034039,            0.010685,          0.00063854,             0.95672,             0.92896,              0.9675,             0.46509,            0.035861,           0.0078322,          0.00090583,            0.002476,            0.002476,            0.002476
                  40,            0.034828,            0.011011,          0.00058265,             0.94771,             0.93081,              0.9674,             0.48011,            0.035728,           0.0078779,          0.00071196,            0.002278,            0.002278,            0.002278
                  41,            0.034622,            0.010877,          0.00061754,             0.94231,             0.93702,             0.96272,             0.49358,            0.034458,           0.0076841,          0.00066477,             0.00208,             0.00208,             0.00208
                  42,            0.033909,            0.010821,          0.00046981,             0.93544,             0.92004,             0.95829,             0.49181,            0.034438,           0.0076178,          0.00071307,            0.001882,            0.001882,            0.001882
                  43,            0.033852,            0.010791,          0.00035483,             0.92118,             0.93429,             0.94984,              0.4793,            0.034814,           0.0076755,          0.00074821,            0.001684,            0.001684,            0.001684
                  44,            0.033861,             0.01089,          0.00054886,             0.93508,             0.90754,             0.95931,             0.49379,            0.034795,           0.0076681,          0.00078863,            0.001486,            0.001486,            0.001486
                  45,            0.033979,            0.010827,           0.0003781,             0.94682,             0.95388,             0.97054,             0.48944,            0.034522,           0.0076137,          0.00071722,            0.001288,            0.001288,            0.001288
                  46,             0.03394,             0.01068,          0.00043685,             0.93875,             0.90933,             0.95288,             0.49775,            0.034165,           0.0076116,          0.00075011,             0.00109,             0.00109,             0.00109
                  47,            0.033667,            0.011249,          0.00038855,             0.94041,             0.89953,             0.95325,             0.47759,            0.034508,           0.0076397,          0.00076313,            0.000892,            0.000892,            0.000892
                  48,            0.033422,            0.010844,          0.00043163,             0.93264,             0.91965,             0.94773,             0.49512,            0.034023,           0.0076076,          0.00073656,            0.000694,            0.000694,            0.000694
                  49,             0.03327,            0.011072,          0.00036337,             0.92736,             0.92887,             0.94968,             0.49533,            0.034225,           0.0076014,           0.0007254,            0.000496,            0.000496,            0.000496
