               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.030326,            0.068944,                   0,             0.94359,             0.91594,             0.95972,              0.6686,            0.024637,            0.051038,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.029589,            0.064667,                   0,             0.95253,             0.91068,              0.9615,             0.68889,            0.024561,            0.050913,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.028701,            0.065149,                   0,             0.96407,             0.90893,             0.95884,             0.71633,            0.021746,            0.050273,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.027425,            0.064829,                   0,             0.96662,             0.91068,             0.96088,             0.71812,            0.022837,            0.050803,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.027637,            0.062857,                   0,             0.96275,             0.91419,             0.95995,             0.70999,            0.022044,            0.050951,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.026383,             0.06558,                   0,             0.96343,             0.89492,             0.95576,              0.6976,            0.024357,            0.052044,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.028948,             0.08052,                   0,             0.96091,             0.90193,             0.96163,             0.69283,            0.023686,            0.052173,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.026451,            0.060732,                   0,             0.93595,             0.92644,             0.97006,              0.7266,            0.021898,            0.049945,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.027302,            0.069296,                   0,             0.96379,             0.90893,             0.96573,             0.73215,            0.021143,            0.049491,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.024475,            0.060427,                   0,             0.96197,             0.91068,             0.96307,             0.72584,            0.022684,            0.050341,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.028469,            0.077229,                   0,             0.96301,             0.90368,             0.96107,             0.72711,            0.021165,            0.049721,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.024544,            0.068764,                   0,              0.9502,             0.91243,             0.96295,             0.73324,            0.021261,            0.050125,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.024781,            0.067756,                   0,             0.94583,             0.91732,             0.96161,             0.72534,            0.021325,            0.049711,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.025539,            0.067251,                   0,             0.94742,             0.91514,             0.96253,             0.72597,            0.021184,            0.049863,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.025045,            0.067593,                   0,             0.93362,             0.92995,             0.96466,               0.733,            0.021049,            0.049614,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.023395,             0.05772,                   0,             0.94982,             0.92815,              0.9682,             0.73991,            0.020527,            0.049346,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.024856,            0.073598,                   0,             0.93858,              0.9282,             0.96521,             0.74053,            0.020453,            0.049446,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.023791,            0.062981,                   0,             0.95727,             0.90235,             0.96533,             0.74077,            0.020374,             0.04927,                   0,            0.000892,            0.000892,            0.000892
                  48,             0.02402,            0.061461,                   0,             0.93652,             0.92469,             0.96461,             0.74174,            0.020216,            0.048887,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.024009,            0.057428,                   0,             0.93151,              0.9317,             0.96523,             0.74415,            0.020233,            0.048916,                   0,            0.000496,            0.000496,            0.000496
