               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,             0.03729,            0.010937,           0.0013871,              0.8934,             0.91893,             0.94359,             0.49505,            0.037003,           0.0088657,           0.0011207,            0.005248,            0.005248,            0.005248
                  26,            0.036804,            0.010973,           0.0011595,              0.8315,             0.84829,             0.87876,             0.39599,            0.038231,           0.0090209,          0.00092789,             0.00505,             0.00505,             0.00505
                  27,             0.03636,            0.011094,           0.0011571,             0.92611,             0.92609,             0.95917,             0.46295,            0.037607,           0.0089221,          0.00052874,            0.004852,            0.004852,            0.004852
                  28,            0.036121,            0.011015,          0.00091745,             0.94267,             0.94117,             0.96448,              0.4795,            0.036353,           0.0089765,          0.00047932,            0.004654,            0.004654,            0.004654
                  29,            0.035932,            0.010633,           0.0010596,             0.92762,             0.89118,             0.92905,             0.41764,            0.038211,           0.0090135,          0.00067103,            0.004456,            0.004456,            0.004456
                  30,            0.036336,            0.010979,          0.00094344,              0.9547,             0.92569,             0.96195,             0.48531,            0.036781,           0.0087912,          0.00044659,            0.004258,            0.004258,            0.004258
                  31,             0.03607,            0.010824,          0.00092239,             0.92671,             0.88308,              0.9366,             0.46625,            0.037253,           0.0089853,          0.00056067,             0.00406,             0.00406,             0.00406
                  32,            0.035201,            0.011005,           0.0010513,             0.92693,              0.9089,             0.94319,             0.44201,            0.038446,           0.0090771,          0.00044485,            0.003862,            0.003862,            0.003862
                  33,            0.036476,            0.010869,          0.00071674,             0.94437,             0.90848,             0.95155,             0.46781,            0.038463,           0.0091241,          0.00040179,            0.003664,            0.003664,            0.003664
                  34,            0.035811,            0.010758,          0.00085154,             0.89788,             0.86939,             0.92691,             0.44385,             0.03774,            0.008966,           0.0003857,            0.003466,            0.003466,            0.003466
                  35,            0.035222,             0.01074,          0.00089657,             0.93935,             0.92037,             0.95272,             0.46971,            0.036653,           0.0088336,          0.00042024,            0.003268,            0.003268,            0.003268
                  36,            0.034787,            0.010698,          0.00099327,             0.92941,              0.9157,             0.94855,             0.50338,            0.037576,           0.0089381,          0.00046298,             0.00307,             0.00307,             0.00307
                  37,             0.03573,            0.010788,          0.00093016,              0.9269,             0.91513,             0.95213,             0.42919,             0.03746,           0.0089832,          0.00037355,            0.002872,            0.002872,            0.002872
                  38,            0.034654,            0.011106,          0.00095684,              0.9269,             0.87446,             0.93046,             0.43845,            0.038441,           0.0088608,          0.00036079,            0.002674,            0.002674,            0.002674
                  39,            0.034095,            0.010484,          0.00057074,             0.94461,             0.90817,             0.94633,             0.46571,            0.037447,           0.0088621,          0.00032305,            0.002476,            0.002476,            0.002476
                  40,            0.034717,            0.010709,          0.00073517,             0.95149,             0.93507,             0.95607,             0.46097,            0.037458,           0.0089358,          0.00038671,            0.002278,            0.002278,            0.002278
                  41,            0.034265,            0.010855,          0.00065298,              0.9513,             0.93524,             0.95952,             0.45738,            0.036416,           0.0088562,          0.00034128,             0.00208,             0.00208,             0.00208
                  42,            0.034086,            0.010544,          0.00069722,             0.92672,             0.93038,             0.95562,             0.49556,            0.036534,           0.0087113,          0.00023305,            0.001882,            0.001882,            0.001882
                  43,             0.03383,            0.010715,          0.00055639,             0.89715,             0.90953,             0.94046,             0.47866,            0.037132,           0.0088844,          0.00025324,            0.001684,            0.001684,            0.001684
                  44,            0.033088,            0.010432,          0.00045837,             0.93925,              0.9036,             0.95472,             0.47144,            0.036981,           0.0088055,           0.0002315,            0.001486,            0.001486,            0.001486
                  45,            0.033838,            0.010699,          0.00037472,             0.94998,             0.92447,             0.95994,             0.49716,            0.035911,            0.008687,          0.00020561,            0.001288,            0.001288,            0.001288
                  46,            0.033793,            0.010478,          0.00046219,             0.88943,              0.9322,              0.9487,             0.48136,            0.036326,           0.0088288,          0.00017014,             0.00109,             0.00109,             0.00109
                  47,            0.033714,            0.010761,          0.00065914,             0.94959,             0.93883,             0.95505,             0.48313,            0.036826,            0.008866,          0.00019258,            0.000892,            0.000892,            0.000892
                  48,            0.033088,            0.010765,          0.00045744,             0.89047,             0.93324,             0.93713,             0.48363,            0.036108,           0.0088384,          0.00018518,            0.000694,            0.000694,            0.000694
                  49,            0.032728,            0.010485,          0.00034003,             0.90018,             0.93191,             0.94314,             0.48704,            0.036239,           0.0087856,          0.00015933,            0.000496,            0.000496,            0.000496
