               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.028969,            0.065326,                   0,             0.94956,              0.9057,             0.96953,             0.69206,            0.023137,            0.056288,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.026982,            0.070663,                   0,             0.94636,             0.90947,             0.96566,             0.68635,             0.02464,            0.056809,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.026272,            0.062842,                   0,             0.95788,             0.89867,             0.96811,             0.68306,            0.024184,            0.056762,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.027051,            0.068018,                   0,             0.94908,             0.91581,             0.96996,             0.67796,              0.0245,            0.056735,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.028022,            0.080511,                   0,             0.95651,             0.90703,              0.9697,             0.68807,            0.025223,            0.057051,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.027463,              0.0624,                   0,             0.93454,              0.9076,             0.96607,             0.67969,            0.023972,            0.057988,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.025539,            0.067357,                   0,             0.95505,             0.90893,             0.97095,             0.68641,            0.023852,            0.056816,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.025193,            0.061218,                   0,             0.95069,             0.91237,             0.97088,             0.68451,            0.024229,            0.056831,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.025977,            0.068302,                   0,             0.94848,             0.91753,             0.97147,              0.6991,            0.022438,              0.0565,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.025103,             0.06805,                   0,              0.9514,             0.91581,              0.9687,             0.69743,            0.022202,            0.056415,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.024991,            0.068157,                   0,             0.94214,             0.92333,             0.97088,             0.69919,            0.022374,            0.057063,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.024553,            0.066182,                   0,             0.94511,             0.91713,                0.97,             0.69178,            0.022246,            0.057115,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.024271,             0.06352,                   0,             0.94373,             0.91753,             0.96861,             0.69326,            0.021879,            0.057054,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.024837,            0.064135,                   0,             0.94511,             0.91721,             0.97089,             0.69317,             0.02184,            0.057104,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.024729,            0.071031,                   0,             0.95189,             0.91409,             0.97016,             0.69773,            0.021793,             0.05691,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.023901,            0.064909,                   0,             0.95359,             0.91753,              0.9716,              0.7014,            0.021549,            0.056805,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.023135,            0.061642,                   0,             0.94857,             0.92096,             0.96862,             0.70287,            0.021537,            0.056416,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.023547,             0.06294,                   0,             0.94873,             0.92268,             0.97122,             0.70721,            0.021319,            0.055646,                   0,            0.000496,            0.000496,            0.000496
