               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,             0.04451,             0.01211,           0.0034604,             0.79106,             0.84044,             0.87737,             0.41791,            0.038317,           0.0089519,           0.0020965,            0.008218,            0.008218,            0.008218
                  11,             0.04276,            0.011877,           0.0033111,              0.8637,             0.80224,              0.8644,             0.38223,            0.041223,           0.0089073,           0.0026354,             0.00802,             0.00802,             0.00802
                  12,              0.0433,            0.012463,            0.002976,             0.83522,             0.81787,             0.85223,             0.41313,             0.03858,            0.008844,           0.0026199,            0.007822,            0.007822,            0.007822
                  13,             0.04169,             0.01157,           0.0019331,             0.81178,             0.81744,             0.85257,             0.38686,            0.041127,           0.0090043,           0.0019193,            0.007624,            0.007624,            0.007624
                  14,            0.041828,            0.012084,           0.0027962,             0.88994,             0.77772,             0.86691,             0.38848,            0.039497,           0.0090111,            0.002109,            0.007426,            0.007426,            0.007426
                  15,            0.041512,            0.011742,              0.0023,             0.84066,              0.8098,             0.82745,             0.38078,            0.041555,           0.0090032,           0.0023127,            0.007228,            0.007228,            0.007228
                  16,            0.040971,             0.01188,           0.0019717,             0.79616,             0.84532,             0.84823,             0.40892,            0.038815,           0.0087986,           0.0020252,             0.00703,             0.00703,             0.00703
                  17,            0.040392,             0.01185,           0.0018189,             0.85072,             0.79159,             0.80589,             0.37124,             0.04045,           0.0089626,           0.0016901,            0.006832,            0.006832,            0.006832
                  18,            0.039069,            0.011435,           0.0017749,             0.83672,             0.80397,             0.81875,             0.38253,            0.039086,           0.0088547,           0.0022252,            0.006634,            0.006634,            0.006634
                  19,            0.039155,            0.011713,           0.0018543,             0.83836,             0.80404,             0.84188,              0.3898,            0.038836,           0.0087028,           0.0016454,            0.006436,            0.006436,            0.006436
                  20,            0.039331,            0.011596,           0.0018291,             0.89797,             0.81855,             0.87057,             0.44129,            0.036497,           0.0085865,           0.0019466,            0.006238,            0.006238,            0.006238
                  21,            0.039113,            0.011818,           0.0014674,             0.88306,             0.82168,             0.86417,             0.38383,            0.038396,           0.0088591,           0.0010046,             0.00604,             0.00604,             0.00604
                  22,            0.038586,            0.011404,           0.0020168,              0.8848,              0.7965,             0.84153,             0.41407,            0.038227,           0.0088848,           0.0011936,            0.005842,            0.005842,            0.005842
                  23,            0.038165,             0.01143,           0.0013288,             0.90746,             0.83132,             0.88198,             0.45519,            0.036908,           0.0085659,           0.0010518,            0.005644,            0.005644,            0.005644
                  24,            0.037733,              0.0113,           0.0013182,             0.85015,             0.84941,             0.88049,             0.41599,            0.039946,           0.0087349,           0.0017412,            0.005446,            0.005446,            0.005446
                  25,            0.037682,            0.011337,           0.0013505,              0.9252,             0.83252,              0.9125,             0.43862,            0.037059,           0.0085898,           0.0010191,            0.005248,            0.005248,            0.005248
                  26,            0.036682,            0.011119,           0.0011519,             0.91792,             0.80974,             0.90874,             0.44236,            0.037977,           0.0086086,           0.0011111,             0.00505,             0.00505,             0.00505
                  27,            0.036967,            0.011021,           0.0011726,             0.88687,             0.83992,               0.895,             0.46082,            0.036745,           0.0085391,           0.0011564,            0.004852,            0.004852,            0.004852
                  28,             0.03625,            0.011096,            0.001224,             0.88864,             0.85603,             0.91621,              0.4467,            0.036372,           0.0084914,           0.0012035,            0.004654,            0.004654,            0.004654
                  29,            0.036417,            0.010818,           0.0010765,              0.8804,             0.86271,             0.90107,             0.43799,            0.037113,           0.0086459,          0.00067538,            0.004456,            0.004456,            0.004456
                  30,             0.03589,            0.010825,           0.0010241,             0.89438,             0.82665,             0.87712,             0.44211,            0.035736,            0.008508,          0.00095803,            0.004258,            0.004258,            0.004258
                  31,            0.035981,            0.011025,            0.001073,             0.87724,             0.81807,             0.86023,             0.44106,            0.036311,           0.0085422,          0.00066546,             0.00406,             0.00406,             0.00406
                  32,            0.035882,            0.011225,          0.00080082,             0.92385,             0.84321,             0.90854,             0.45308,            0.036079,            0.008416,           0.0011174,            0.003862,            0.003862,            0.003862
                  33,            0.035707,            0.010921,          0.00073015,             0.90488,             0.79474,             0.86815,              0.4269,             0.03689,           0.0085741,          0.00094371,            0.003664,            0.003664,            0.003664
                  34,            0.035644,            0.011118,          0.00068399,             0.89977,             0.82142,             0.89763,             0.46767,            0.036463,           0.0084731,           0.0010118,            0.003466,            0.003466,            0.003466
                  35,            0.035222,             0.01101,           0.0010913,              0.8738,             0.84973,             0.89383,             0.46874,            0.035335,           0.0083677,          0.00072048,            0.003268,            0.003268,            0.003268
                  36,            0.035435,            0.010646,          0.00067524,             0.91312,             0.82539,             0.90281,             0.44763,            0.035873,           0.0083773,          0.00057216,             0.00307,             0.00307,             0.00307
                  37,            0.034994,            0.010853,          0.00067827,             0.90751,             0.84348,             0.89485,             0.47163,            0.036295,           0.0084349,          0.00058837,            0.002872,            0.002872,            0.002872
                  38,            0.034959,            0.011109,          0.00069164,             0.88135,             0.84224,             0.88508,             0.47283,             0.03589,           0.0084143,           0.0010813,            0.002674,            0.002674,            0.002674
                  39,            0.034634,            0.010604,          0.00050552,             0.87935,             0.81615,             0.87568,             0.43977,            0.037122,           0.0086834,          0.00057744,            0.002476,            0.002476,            0.002476
                  40,            0.034963,            0.010967,          0.00058166,             0.89304,             0.84513,             0.89515,             0.44123,            0.036889,           0.0085446,           0.0005377,            0.002278,            0.002278,            0.002278
                  41,            0.034489,            0.010683,          0.00071007,             0.90426,             0.84449,             0.89285,             0.46847,             0.03536,           0.0083798,          0.00061254,             0.00208,             0.00208,             0.00208
                  42,            0.033691,            0.010789,          0.00054736,             0.91474,             0.85614,             0.90755,             0.48205,            0.035055,           0.0083397,          0.00052066,            0.001882,            0.001882,            0.001882
                  43,            0.034022,            0.010821,          0.00036915,             0.90706,             0.82813,              0.8938,             0.46861,             0.03588,           0.0084588,          0.00053475,            0.001684,            0.001684,            0.001684
                  44,            0.033609,            0.010718,          0.00056488,             0.90847,             0.84673,              0.8953,             0.47718,             0.03534,           0.0083809,          0.00058007,            0.001486,            0.001486,            0.001486
                  45,            0.033661,            0.010724,          0.00043963,             0.89583,             0.83293,             0.90227,             0.47774,            0.035366,           0.0084289,           0.0005792,            0.001288,            0.001288,            0.001288
                  46,            0.033677,            0.010583,          0.00033617,             0.89868,             0.82756,             0.89411,             0.47855,            0.035256,           0.0084289,          0.00048107,             0.00109,             0.00109,             0.00109
                  47,            0.033138,            0.011057,          0.00044201,             0.91045,             0.82668,             0.90044,              0.4719,            0.035374,           0.0084247,          0.00055116,            0.000892,            0.000892,            0.000892
                  48,            0.033615,            0.010715,          0.00039751,             0.91223,             0.83455,              0.9009,              0.4764,            0.035083,           0.0083748,          0.00062405,            0.000694,            0.000694,            0.000694
                  49,            0.033249,            0.010908,          0.00034309,             0.89304,             0.84897,             0.89722,             0.47497,            0.035254,           0.0084126,          0.00044817,            0.000496,            0.000496,            0.000496
